USO2013,TU,month,temperature,rainfall,population,water_consumption
H2,DOMESTICO MEDIO,,27,36,44376,2.0
H2,DOMESTICO MEDIO,,37,49,32421,14.0
H1,DOMESTICO MEDIO,,20,49,14526,7.0
H2,COMERCIAL,,21,10,13398,2.0
H3,DOMESTICO MEDIO,,28,43,15059,0.0
MX,COMERCIAL,,36,63,37522,0.0
H2,DOMESTICO MEDIO,,23,19,33246,22.0
H3,DOMESTICO MEDIO,,23,84,49435,15.0
H3,DOMESTICO MEDIO,,32,12,32265,0.0
H2,DOMESTICO MEDIO,,32,52,21411,2.0
H2,SOCIAL,,37,22,40549,0.0
H3,DOMESTICO RESIDENCIAL,,35,71,13451,18.0
H3,DOMESTICO MEDIO,,33,30,44755,29.0
H1,DOMESTICO RESIDENCIAL,,38,24,20811,30.0
H2,SOCIAL,,36,24,26460,20.0
H3,DOMESTICO MEDIO,,21,84,35453,28.0
H3,COMERCIAL,,30,5,11644,0.0
H3,DOMESTICO MEDIO,,28,36,15829,20.0
H3,COMERCIAL,,39,9,43877,4.0
H3,DOMESTICO MEDIO,,31,35,32183,6.0
MX,DOMESTICO MEDIO,,28,57,30294,4.0
H1,DOMESTICO RESIDENCIAL,,31,71,39639,30.0
H3,DOMESTICO MEDIO,,36,38,46134,18.0
H2,DOMESTICO MEDIO,,21,32,13885,17.0
H3,DOMESTICO RESIDENCIAL,,27,62,33320,18.0
MX,DOMESTICO MEDIO,,32,26,35936,9.0
H2,DOMESTICO MEDIO,,21,93,18563,11.0
H3,DOMESTICO MEDIO,,35,52,32219,21.0
H2,DOMESTICO MEDIO,,31,64,12571,4.0
H2,DOMESTICO MEDIO,,23,86,32107,24.0
H1,DOMESTICO MEDIO,,21,22,18196,22.0
H2,DOMESTICO MEDIO,,38,16,40750,8.0
H3,DOMESTICO MEDIO,,39,80,36696,0.0
H3,DOMESTICO RESIDENCIAL,,39,2,47145,24.0
H3,DOMESTICO MEDIO,,20,38,19822,25.0
H2,DOMESTICO MEDIO,,20,5,39501,17.0
H2,DOMESTICO MEDIO,,22,95,24811,20.0
H3,DOMESTICO MEDIO,,37,82,20970,21.0
H3,DOMESTICO MEDIO,,24,91,48287,10.0
H2,DOMESTICO MEDIO,,38,18,42322,6.0
H1,DOMESTICO MEDIO,,39,79,10909,16.0
H3,DOMESTICO RESIDENCIAL,,39,76,39362,0.0
H2,DOMESTICO RESIDENCIAL,,32,86,12814,10.0
H3,DOMESTICO MEDIO,,27,79,26502,15.0
MX,COMERCIAL,,36,29,14217,3.0
H2,DOMESTICO MEDIO,,37,68,15121,31.0
H3,DOMESTICO MEDIO,,38,48,16294,18.0
H3,DOMESTICO MEDIO,,35,36,18053,4.0
H2,DOMESTICO MEDIO,,21,22,18312,8.0
H3,DOMESTICO MEDIO,,27,93,33509,20.0
H2,DOMESTICO MEDIO,,28,92,48951,35.0
H2,DOMESTICO MEDIO,,31,7,25438,27.0
H3,DOMESTICO MEDIO,,24,32,12001,13.0
H3,COMERCIAL,,35,60,34937,0.0
H3,DOMESTICO MEDIO,,37,71,48838,7.0
MX,DOMESTICO MEDIO,,34,10,15236,36.0
H2,DOMESTICO MEDIO,,27,16,47102,23.0
H3,DOMESTICO MEDIO,,21,5,32005,17.0
H2,DOMESTICO MEDIO,,27,93,25149,15.0
MX,DOMESTICO MEDIO,,39,70,13349,28.0
H2,DOMESTICO MEDIO,,22,2,42791,8.0
MX,DOMESTICO MEDIO,,26,11,48653,17.0
MX,COMERCIAL,,38,2,22203,10.0
H2,DOMESTICO MEDIO,,30,60,49091,10.0
H3,DOMESTICO MEDIO,,20,63,32495,20.0
H2,DOMESTICO MEDIO,,28,35,43244,16.0
H3,DOMESTICO RESIDENCIAL,,22,39,16641,20.0
H2,DOMESTICO MEDIO,,32,27,13685,12.0
H1,DOMESTICO MEDIO,,36,64,19152,15.0
H3,DOMESTICO MEDIO,,30,58,28097,14.0
H2,DOMESTICO MEDIO,,27,72,28291,17.0
H2,DOMESTICO MEDIO,,38,89,21500,21.0
H2,DOMESTICO MEDIO,,27,45,30365,14.0
H2,DOMESTICO MEDIO,,21,0,41857,9.0
H2,DOMESTICO MEDIO,,27,52,28668,16.0
H2,SOCIAL,,22,39,23357,22.0
H2,DOMESTICO MEDIO,,36,77,44041,28.0
H2,DOMESTICO MEDIO,,26,33,21789,17.0
H3,DOMESTICO RESIDENCIAL,,37,2,10499,12.0
H3,DOMESTICO MEDIO,,29,86,29741,50.0
MX,COMERCIAL,,34,90,33363,15.0
H3,DOMESTICO MEDIO,,32,99,11557,23.0
MX,COMERCIAL,,20,27,19007,13.0
MX,COMERCIAL,,35,11,31810,2.0
H2,SOCIAL,,34,51,19735,8.0
H3,DOMESTICO MEDIO,,33,94,22532,6.0
H3,SOCIAL,,34,99,22989,20.0
MX,DOMESTICO MEDIO,,25,87,26338,16.0
H3,DOMESTICO MEDIO,,38,52,29638,10.0
CU,COMERCIAL,,34,30,38364,9.0
MX,COMERCIAL,,33,87,37249,30.0
H3,DOMESTICO RESIDENCIAL,,26,15,43351,12.0
MX,DOMESTICO RESIDENCIAL,,37,32,25756,17.0
H2,DOMESTICO MEDIO,,25,3,43574,23.0
MX,DOMESTICO MEDIO,,20,79,11414,22.0
H3,DOMESTICO MEDIO,,39,16,17314,19.0
MX,DOMESTICO MEDIO,,29,7,12445,13.0
H3,DOMESTICO RESIDENCIAL,,21,24,44900,10.0
H2,DOMESTICO MEDIO,,36,71,28168,20.0
H3,DOMESTICO MEDIO,,30,87,32579,23.0
H2,DOMESTICO MEDIO,,37,97,17372,32.0
H3,DOMESTICO MEDIO,,32,61,24010,16.0
H3,DOMESTICO MEDIO,,31,46,10353,10.0
H3,SOCIAL,,20,42,41520,8.0
H3,DOMESTICO RESIDENCIAL,,35,10,44252,30.0
MX,COMERCIAL,,31,80,33638,24.0
H2,DOMESTICO MEDIO,,27,53,49198,11.0
H3,DOMESTICO MEDIO,,27,30,30849,13.0
H2,SOCIAL,,38,55,47137,16.0
H2,DOMESTICO RESIDENCIAL,,28,34,42879,20.0
H2,DOMESTICO BAJA,,25,12,47944,10.0
H2,SOCIAL,,21,72,34263,12.0
H3,DOMESTICO MEDIO,,32,64,41697,11.0
MX,DOMESTICO MEDIO,,28,68,41651,22.0
H2,DOMESTICO MEDIO,,38,28,47580,11.0
H3,DOMESTICO MEDIO,,35,37,16381,19.0
H3,DOMESTICO MEDIO,,35,8,43383,23.0
H3,DOMESTICO RESIDENCIAL,,32,79,47065,15.0
H3,DOMESTICO RESIDENCIAL,,21,14,17121,5.0
H2,DOMESTICO MEDIO,,27,68,28817,10.0
MX,DOMESTICO MEDIO,,29,81,48836,28.0
H3,DOMESTICO MEDIO,,26,63,16953,17.0
H3,DOMESTICO RESIDENCIAL,,30,23,30631,5.0
H3,DOMESTICO MEDIO,,28,56,42019,22.0
H3,DOMESTICO MEDIO,,21,16,11007,26.0
H3,DOMESTICO MEDIO,,26,57,19263,11.0
H2,DOMESTICO MEDIO,,32,92,27396,2.0
H2,DOMESTICO MEDIO,,30,44,45049,15.0
H3,DOMESTICO RESIDENCIAL,,34,21,41325,0.0
H1,DOMESTICO RESIDENCIAL,,35,74,19513,26.0
H3,DOMESTICO RESIDENCIAL,,25,37,38905,15.0
MX,COMERCIAL,,22,52,28524,8.0
H3,DOMESTICO MEDIO,,24,36,24298,25.0
H3,DOMESTICO MEDIO,,23,27,26863,6.0
H3,DOMESTICO MEDIO,,39,79,13884,5.0
H2,DOMESTICO MEDIO,,36,1,27487,0.0
H2,COMERCIAL,,38,76,16447,14.0
H2,DOMESTICO MEDIO,,23,54,21101,27.0
H1,DOMESTICO MEDIO,,39,88,37735,13.0
H3,DOMESTICO MEDIO,,38,68,48755,7.0
H2,DOMESTICO MEDIO,,39,92,47687,5.0
H2,DOMESTICO MEDIO,,25,23,12256,7.0
MX,DOMESTICO MEDIO,,21,18,48135,23.0
H3,DOMESTICO MEDIO,,28,89,28669,24.0
H2,DOMESTICO MEDIO,,33,1,39955,22.0
H3,DOMESTICO MEDIO,,33,91,21771,26.0
H2,DOMESTICO MEDIO,,29,9,49656,27.0
H2,DOMESTICO MEDIO,,35,39,14936,19.0
H3,DOMESTICO MEDIO,,32,61,28528,12.0
H3,DOMESTICO MEDIO,,33,72,32020,5.0
H3,DOMESTICO RESIDENCIAL,,35,98,11401,9.0
H3,DOMESTICO RESIDENCIAL,,34,74,43220,7.0
H1,DOMESTICO BAJA,,37,55,27600,15.0
H3,DOMESTICO RESIDENCIAL,,29,69,22261,21.0
H3,DOMESTICO MEDIO,,28,37,26504,8.0
H2,DOMESTICO MEDIO,,34,38,17901,26.0
H3,DOMESTICO MEDIO,,25,12,25665,13.0
H2,DOMESTICO MEDIO,,35,66,49232,16.0
H3,DOMESTICO BAJA,,32,60,11972,28.0
MX,COMERCIAL,,29,75,43253,81.0
H3,DOMESTICO MEDIO,,34,56,39136,3.0
H1,DOMESTICO MEDIO,,36,76,43197,4.0
H2,SOCIAL,,24,45,25038,18.0
H3,DOMESTICO RESIDENCIAL,,21,17,13744,6.0
H2,DOMESTICO RESIDENCIAL,,23,91,20694,18.0
H2,DOMESTICO MEDIO,,23,84,11698,18.0
MX,DOMESTICO MEDIO,,26,39,29716,0.0
MX,COMERCIAL,,25,43,22290,1.0
MX,DOMESTICO MEDIO,,23,78,37330,22.0
H3,DOMESTICO MEDIO,,26,58,47103,8.0
H3,DOMESTICO MEDIO,,22,57,18071,15.0
H3,DOMESTICO MEDIO,,23,50,17805,18.0
H3,DOMESTICO MEDIO,,25,8,45195,18.0
H1,DOMESTICO MEDIO,,29,44,45563,22.0
H2,DOMESTICO MEDIO,,37,76,17524,10.0
H2,DOMESTICO MEDIO,,23,14,44771,21.0
MX,DOMESTICO MEDIO,,20,65,48865,12.0
H2,DOMESTICO MEDIO,,25,46,49457,6.0
H2,SOCIAL,,30,97,40124,39.0
MX,DOMESTICO MEDIO,,29,80,28138,30.0
H3,DOMESTICO MEDIO,,34,44,34518,36.0
H2,DOMESTICO MEDIO,,39,54,22819,31.0
H3,DOMESTICO MEDIO,,29,69,37230,7.0
MX,SOCIAL,,29,58,22989,25.0
H3,DOMESTICO RESIDENCIAL,,32,66,24277,17.0
H2,SOCIAL,,24,87,39464,29.0
H2,DOMESTICO MEDIO,,21,28,27636,29.0
H3,DOMESTICO MEDIO,,33,66,31132,20.0
H1,DOMESTICO MEDIO,,27,39,48516,0.0
MX,DOMESTICO MEDIO,,37,16,39339,30.0
H2,DOMESTICO MEDIO,,24,20,30503,33.0
H3,DOMESTICO MEDIO,,33,83,34496,0.0
H1,DOMESTICO MEDIO,,28,82,13567,0.0
H1,DOMESTICO MEDIO,,38,12,38879,16.0
H3,DOMESTICO RESIDENCIAL,,21,63,38384,19.0
H1,DOMESTICO MEDIO,,30,27,32084,24.0
H1,DOMESTICO MEDIO,,29,22,49648,26.0
H3,DOMESTICO RESIDENCIAL,,20,39,37000,20.0
H3,SOCIAL,,35,64,23295,177.0
H3,DOMESTICO MEDIO,,34,50,32211,0.0
H3,DOMESTICO MEDIO,,21,6,22769,0.0
H2,DOMESTICO MEDIO,,25,35,36073,28.0
MX,DOMESTICO MEDIO,,21,45,47452,21.0
H1,DOMESTICO MEDIO,,24,96,37777,6.0
H3,DOMESTICO MEDIO,,27,98,28557,0.0
H2,DOMESTICO MEDIO,,23,69,12555,7.0
H3,DOMESTICO MEDIO,,29,63,32373,15.0
MX,COMERCIAL,,38,21,37861,0.0
H2,DOMESTICO RESIDENCIAL,,27,38,13670,16.0
H3,SOCIAL,,23,4,37056,21.0
H2,DOMESTICO MEDIO,,30,68,23661,24.0
H2,DOMESTICO MEDIO,,23,15,25870,11.0
H2,DOMESTICO MEDIO,,35,36,39163,25.0
H3,DOMESTICO MEDIO,,37,62,34256,25.0
H2,DOMESTICO MEDIO,,20,19,48881,18.0
H3,DOMESTICO MEDIO,,28,84,42321,5.0
H2,DOMESTICO MEDIO,,38,89,30194,20.0
H3,DOMESTICO MEDIO,,29,25,40926,6.0
H3,DOMESTICO MEDIO,,25,2,37993,72.0
H2,DOMESTICO MEDIO,,21,43,11569,26.0
H3,DOMESTICO RESIDENCIAL,,34,4,23771,22.0
H3,DOMESTICO RESIDENCIAL,,20,37,15720,16.0
H1,DOMESTICO MEDIO,,35,16,22669,18.0
MX,DOMESTICO MEDIO,,23,1,27086,25.0
H3,COMERCIAL,,25,8,17221,4755.0
H3,DOMESTICO MEDIO,,29,50,39258,14.0
H3,DOMESTICO MEDIO,,34,67,39886,2.0
MX,DOMESTICO MEDIO,,28,19,33622,32.0
H3,DOMESTICO MEDIO,,37,98,36205,16.0
MX,DOMESTICO MEDIO,,27,93,12696,11.0
H3,DOMESTICO MEDIO,,38,66,37336,0.0
H2,DOMESTICO MEDIO,,21,47,26258,13.0
H2,DOMESTICO MEDIO,,31,69,42265,34.0
H3,DOMESTICO MEDIO,,31,24,41035,20.0
H2,DOMESTICO MEDIO,,28,44,31733,24.0
MX,DOMESTICO MEDIO,,39,27,39378,11.0
H2,DOMESTICO MEDIO,,37,10,11744,8.0
MX,SOCIAL,,27,68,42068,12.0
H3,DOMESTICO MEDIO,,29,60,33661,21.0
MX,DOMESTICO MEDIO,,27,41,11678,9.0
H1,DOMESTICO RESIDENCIAL,,21,90,19677,22.0
H2,DOMESTICO MEDIO,,29,8,23784,11.0
H3,DOMESTICO MEDIO,,30,51,12041,10.0
H2,SOCIAL,,37,92,26107,26.0
H3,DOMESTICO MEDIO,,34,35,41058,13.0
MX,DOMESTICO MEDIO,,38,24,31553,25.0
H3,DOMESTICO MEDIO,,23,35,31648,15.0
H2,DOMESTICO MEDIO,,32,5,13342,18.0
H2,DOMESTICO MEDIO,,38,21,22764,19.0
H3,DOMESTICO MEDIO,,21,86,26879,5.0
H2,COMERCIAL,,28,72,19642,2.0
H3,DOMESTICO MEDIO,,33,53,31868,20.0
H3,DOMESTICO RESIDENCIAL,,37,34,31381,25.0
H3,DOMESTICO MEDIO,,29,0,37175,6.0
H3,DOMESTICO MEDIO,,35,12,14167,20.0
H3,DOMESTICO RESIDENCIAL,,34,21,48188,4.0
H3,DOMESTICO MEDIO,,20,49,29797,3.0
MX,SOCIAL,,36,30,14807,13.0
H3,DOMESTICO RESIDENCIAL,,26,48,39060,13.0
H2,DOMESTICO MEDIO,,33,62,17340,13.0
H2,DOMESTICO MEDIO,,32,19,33276,17.0
H3,DOMESTICO MEDIO,,30,31,24364,4.0
H1,DOMESTICO MEDIO,,33,94,13896,37.0
H3,DOMESTICO MEDIO,,36,47,25901,38.0
H3,DOMESTICO MEDIO,,32,17,29840,12.0
H2,DOMESTICO MEDIO,,21,49,30699,9.0
H3,DOMESTICO RESIDENCIAL,,38,63,35801,20.0
H2,DOMESTICO MEDIO,,25,92,44931,28.0
H3,DOMESTICO MEDIO,,36,95,32940,11.0
H3,DOMESTICO MEDIO,,24,64,25083,20.0
H2,DOMESTICO MEDIO,,36,76,49902,17.0
MX,DOMESTICO MEDIO,,38,18,10827,23.0
H2,DOMESTICO MEDIO,,22,15,10049,40.0
H2,SOCIAL,,33,0,17327,21.0
H3,DOMESTICO MEDIO,,27,2,28407,3.0
H2,DOMESTICO MEDIO,,27,19,27838,5.0
H3,COMERCIAL,,20,20,13407,3323.0
H3,DOMESTICO MEDIO,,35,65,19492,10.0
H2,SOCIAL,,35,77,39415,13.0
H2,DOMESTICO MEDIO,,39,54,16379,20.0
H3,DOMESTICO MEDIO,,22,52,15417,9.0
H3,SOCIAL,,29,29,38502,26.0
H2,DOMESTICO MEDIO,,36,48,46159,20.0
MX,DOMESTICO MEDIO,,24,5,26511,17.0
H2,DOMESTICO MEDIO,,37,48,42339,23.0
H3,DOMESTICO RESIDENCIAL,,28,45,18273,0.0
MX,DOMESTICO MEDIO,,21,60,19746,15.0
H2,COMERCIAL,,31,96,13822,1521.0
H2,DOMESTICO RESIDENCIAL,,37,76,43957,10.0
H3,DOMESTICO MEDIO,,33,35,33173,22.0
H3,DOMESTICO MEDIO,,28,83,48151,21.0
H2,DOMESTICO MEDIO,,22,71,33120,19.0
H2,DOMESTICO MEDIO,,37,37,30030,24.0
H1,DOMESTICO MEDIO,,30,14,45260,30.0
H3,DOMESTICO MEDIO,,25,97,27251,18.0
H3,DOMESTICO RESIDENCIAL,,21,10,26701,6.0
H1,COMERCIAL,,37,88,38129,19.0
H2,DOMESTICO MEDIO,,27,64,36715,21.0
H3,DOMESTICO RESIDENCIAL,,29,82,47740,14.0
H3,COMERCIAL,,29,82,40997,928.0
H3,DOMESTICO MEDIO,,33,50,44622,12.0
H3,DOMESTICO MEDIO,,22,4,39389,19.0
H3,DOMESTICO MEDIO,,38,35,33448,20.0
H2,DOMESTICO MEDIO,,29,37,41917,24.0
H2,DOMESTICO MEDIO,,27,66,17944,19.0
H3,DOMESTICO MEDIO,,23,17,16962,10.0
H3,DOMESTICO MEDIO,,25,10,15511,15.0
H3,DOMESTICO RESIDENCIAL,,26,51,18373,20.0
MX,DOMESTICO MEDIO,,39,1,47893,77.0
H2,DOMESTICO MEDIO,,34,91,33074,14.0
H2,DOMESTICO MEDIO,,38,67,17412,7.0
MX,DOMESTICO MEDIO,,36,15,12580,24.0
H3,DOMESTICO RESIDENCIAL,,24,28,10337,10.0
H3,DOMESTICO MEDIO,,20,0,19128,21.0
MX,COMERCIAL,,36,41,28077,22.0
H2,DOMESTICO MEDIO,,20,5,44441,19.0
H3,DOMESTICO MEDIO,,35,75,11202,19.0
H3,DOMESTICO MEDIO,,33,91,25697,15.0
H1,DOMESTICO MEDIO,,27,20,29538,22.0
H3,DOMESTICO MEDIO,,20,6,26425,7.0
MX,DOMESTICO MEDIO,,30,94,26309,23.0
H3,DOMESTICO MEDIO,,22,15,23415,25.0
H3,DOMESTICO MEDIO,,30,16,40436,50.0
H3,DOMESTICO MEDIO,,35,33,28613,16.0
MX,DOMESTICO MEDIO,,34,12,13340,23.0
H1,DOMESTICO MEDIO,,20,87,17909,36.0
H2,DOMESTICO MEDIO,,26,48,28951,19.0
H1,SOCIAL,,27,83,29912,10.0
MX,DOMESTICO MEDIO,,36,39,26330,20.0
H3,DOMESTICO MEDIO,,30,81,42822,15.0
H2,DOMESTICO MEDIO,,27,45,27941,18.0
H2,DOMESTICO MEDIO,,25,60,38033,17.0
H2,DOMESTICO MEDIO,,26,3,16626,18.0
MX,DOMESTICO MEDIO,,28,82,46319,25.0
H2,DOMESTICO MEDIO,,29,51,25876,22.0
H2,DOMESTICO BAJA,,28,47,31473,21.0
MX,COMERCIAL,,33,52,44656,0.0
MX,DOMESTICO MEDIO,,23,39,36793,25.0
MX,DOMESTICO MEDIO,,26,74,17008,24.0
H3,DOMESTICO MEDIO,,37,38,10343,0.0
MX,DOMESTICO MEDIO,,22,9,25846,0.0
H2,DOMESTICO MEDIO,,22,14,33251,18.0
H3,DOMESTICO MEDIO,,21,30,46382,22.0
H2,DOMESTICO MEDIO,,22,21,11183,22.0
H2,DOMESTICO MEDIO,,39,28,17939,19.0
H3,DOMESTICO MEDIO,,35,7,32581,6.0
H1,DOMESTICO BAJA,,37,83,28755,31.0
H2,DOMESTICO MEDIO,,21,52,23111,4.0
H2,DOMESTICO RESIDENCIAL,,28,51,25002,38.0
H3,DOMESTICO MEDIO,,26,55,40991,11.0
H2,DOMESTICO MEDIO,,36,1,38335,11.0
MX,COMERCIAL,,29,66,16552,44.0
H3,DOMESTICO MEDIO,,37,37,36277,17.0
H2,DOMESTICO MEDIO,,23,47,38806,25.0
H3,DOMESTICO MEDIO,,27,21,25203,1.0
H3,DOMESTICO RESIDENCIAL,,32,7,33198,23.0
H3,DOMESTICO MEDIO,,21,98,36059,11.0
H2,DOMESTICO MEDIO,,34,68,35087,5.0
H2,COMERCIAL,,26,4,11875,21.0
MX,COMERCIAL,,26,97,23479,16.0
H2,DOMESTICO MEDIO,,24,24,10084,16.0
H2,DOMESTICO MEDIO,,25,59,25115,15.0
H2,SOCIAL,,31,3,33120,11.0
H2,DOMESTICO MEDIO,,24,2,27902,19.0
H2,DOMESTICO BAJA,,33,98,27039,8.0
H3,DOMESTICO MEDIO,,32,32,23903,14.0
H2,DOMESTICO MEDIO,,36,8,43721,10.0
H3,DOMESTICO MEDIO,,32,2,36665,5.0
H3,DOMESTICO MEDIO,,31,72,11079,16.0
H2,DOMESTICO MEDIO,,25,68,17322,33.0
H1,SOCIAL,,25,96,11487,14.0
H3,DOMESTICO MEDIO,,37,99,48987,15.0
H3,DOMESTICO MEDIO,,26,78,26604,24.0
H2,DOMESTICO MEDIO,,39,84,30527,0.0
H1,DOMESTICO MEDIO,,29,34,30905,23.0
MX,DOMESTICO MEDIO,,38,3,41457,30.0
H3,DOMESTICO MEDIO,,26,54,11920,21.0
H2,DOMESTICO MEDIO,,29,52,24448,17.0
H3,DOMESTICO MEDIO,,22,47,22684,9.0
H2,DOMESTICO MEDIO,,26,39,45110,28.0
H2,DOMESTICO MEDIO,,25,95,36377,7.0
H2,DOMESTICO MEDIO,,29,34,35004,22.0
H3,SOCIAL,,28,91,15489,12.0
H3,DOMESTICO MEDIO,,29,41,35100,25.0
H3,DOMESTICO MEDIO,,25,12,26853,15.0
H2,DOMESTICO MEDIO,,27,2,31750,11.0
H3,SOCIAL,,37,32,19689,22.0
H2,DOMESTICO MEDIO,,36,69,12082,23.0
H2,DOMESTICO MEDIO,,35,80,29014,13.0
H2,SOCIAL,,22,97,35749,9.0
H3,COMERCIAL,,33,39,14061,667.0
H3,DOMESTICO RESIDENCIAL,,30,77,49196,16.0
RHC,DOMESTICO MEDIO,,26,48,49680,7.0
MX,COMERCIAL,,33,40,40155,2.0
H3,DOMESTICO MEDIO,,20,6,35599,10.0
H3,DOMESTICO MEDIO,,34,75,48949,5.0
H3,DOMESTICO RESIDENCIAL,,24,79,15591,11.0
H2,DOMESTICO MEDIO,,30,49,32413,23.0
H3,DOMESTICO MEDIO,,25,36,21353,12.0
H3,DOMESTICO RESIDENCIAL,,31,17,33749,24.0
H2,DOMESTICO MEDIO,,36,88,18954,14.0
H2,DOMESTICO MEDIO,,22,29,26300,15.0
H2,DOMESTICO MEDIO,,32,75,37918,0.0
H2,DOMESTICO MEDIO,,20,57,18087,23.0
H2,DOMESTICO MEDIO,,24,64,13742,6.0
H2,DOMESTICO RESIDENCIAL,,21,33,12768,0.0
H3,DOMESTICO MEDIO,,38,56,24666,12.0
H3,DOMESTICO MEDIO,,36,18,23727,9.0
H3,DOMESTICO RESIDENCIAL,,27,11,13629,15.0
H3,DOMESTICO MEDIO,,22,5,27792,28.0
MX,DOMESTICO MEDIO,,22,55,27059,10.0
H2,DOMESTICO MEDIO,,33,90,39801,17.0
H1,DOMESTICO MEDIO,,37,95,17312,30.0
H3,DOMESTICO MEDIO,,38,58,34975,22.0
H3,SOCIAL,,20,67,48302,41.0
H3,DOMESTICO MEDIO,,23,46,38923,14.0
H3,DOMESTICO MEDIO,,35,36,25037,0.0
H1,DOMESTICO MEDIO,,34,82,36901,16.0
H3,DOMESTICO BAJA,,20,74,49034,11.0
H2,SOCIAL,,33,25,13052,38.0
H3,DOMESTICO MEDIO,,35,11,27045,2.0
H3,DOMESTICO RESIDENCIAL,,35,2,19057,4.0
H2,DOMESTICO MEDIO,,22,56,49472,6.0
H2,DOMESTICO MEDIO,,25,34,19040,15.0
H1,DOMESTICO MEDIO,,29,56,49620,5.0
H3,DOMESTICO MEDIO,,21,74,20995,13.0
H3,DOMESTICO RESIDENCIAL,,20,24,22293,10.0
H2,DOMESTICO MEDIO,,36,92,28362,5.0
H2,DOMESTICO MEDIO,,25,15,41226,4.0
MX,DOMESTICO MEDIO,,29,50,35249,25.0
H2,DOMESTICO MEDIO,,28,26,38862,2.0
H3,SOCIAL,,37,14,11532,19.0
H2,DOMESTICO MEDIO,,33,23,10740,8.0
H3,DOMESTICO MEDIO,,29,34,11291,16.0
H2,DOMESTICO BAJA,,35,59,38893,21.0
H1,DOMESTICO MEDIO,,34,58,15603,14.0
H2,DOMESTICO MEDIO,,30,36,23484,7.0
H3,SOCIAL,,38,52,13210,20.0
H2,DOMESTICO MEDIO,,24,7,26421,15.0
H3,DOMESTICO MEDIO,,38,70,27117,30.0
H3,DOMESTICO MEDIO,,35,85,49044,15.0
H1,DOMESTICO MEDIO,,38,1,11076,20.0
H3,DOMESTICO RESIDENCIAL,,23,33,17536,15.0
H3,DOMESTICO MEDIO,,36,10,34736,22.0
H3,DOMESTICO RESIDENCIAL,,39,85,30692,25.0
H3,SOCIAL,,30,42,12545,6.0
H2,DOMESTICO MEDIO,,38,99,13269,20.0
H2,DOMESTICO MEDIO,,36,20,19357,20.0
H3,COMERCIAL,,34,57,29387,928.0
H3,DOMESTICO RESIDENCIAL,,21,39,32273,7.0
H1,DOMESTICO RESIDENCIAL,,36,31,23440,11.0
H2,DOMESTICO RESIDENCIAL,,22,74,28581,20.0
H2,DOMESTICO MEDIO,,26,9,44128,17.0
MX,COMERCIAL,,21,88,16766,20.0
H3,DOMESTICO RESIDENCIAL,,39,10,40085,16.0
H3,DOMESTICO MEDIO,,32,83,34980,11.0
H3,DOMESTICO MEDIO,,30,54,26492,10.0
H2,SOCIAL,,23,12,35823,21.0
H2,SOCIAL,,24,48,14589,12.0
H2,DOMESTICO MEDIO,,36,13,29370,13.0
H3,DOMESTICO MEDIO,,39,10,31963,20.0
H2,DOMESTICO MEDIO,,37,99,46328,0.0
H3,DOMESTICO MEDIO,,24,34,31616,10.0
H2,DOMESTICO MEDIO,,30,31,35568,20.0
H3,DOMESTICO MEDIO,,23,89,20816,7.0
H3,DOMESTICO MEDIO,,38,38,17608,30.0
H3,SOCIAL,,33,88,17692,26.0
H3,DOMESTICO RESIDENCIAL,,25,28,47216,0.0
H2,DOMESTICO MEDIO,,27,84,29446,10.0
H3,DOMESTICO MEDIO,,26,40,17272,16.0
H3,DOMESTICO RESIDENCIAL,,38,27,30542,20.0
H3,DOMESTICO MEDIO,,26,73,28032,0.0
MX,DOMESTICO MEDIO,,39,53,32982,22.0
H2,DOMESTICO MEDIO,,22,48,39849,11.0
MX,COMERCIAL,,29,25,34376,5.0
H3,DOMESTICO MEDIO,,34,16,16066,20.0
H2,INDUSTRIAL,,38,93,25222,30.0
H3,DOMESTICO RESIDENCIAL,,28,17,35179,20.0
H3,DOMESTICO MEDIO,,29,70,47197,20.0
H3,DOMESTICO MEDIO,,20,59,42771,12.0
H3,COMERCIAL,,26,8,11846,4784.0
H2,DOMESTICO RESIDENCIAL,,29,94,46428,30.0
H2,DOMESTICO MEDIO,,25,40,24866,10.0
H2,DOMESTICO MEDIO,,25,58,24736,3.0
MX,DOMESTICO RESIDENCIAL,,28,3,36879,94.0
CU,COMERCIAL,,29,47,13697,19.0
H2,DOMESTICO MEDIO,,30,28,18333,26.0
H2,SOCIAL,,21,48,46030,29.0
H3,DOMESTICO MEDIO,,37,22,30855,18.0
H3,DOMESTICO MEDIO,,25,6,20210,20.0
H3,SOCIAL,,25,30,24014,9.0
H3,DOMESTICO MEDIO,,31,78,46268,30.0
MX,COMERCIAL,,38,8,12182,20.0
MX,COMERCIAL,,36,23,10708,20.0
MX,COMERCIAL,,23,20,16300,0.0
H3,DOMESTICO MEDIO,,32,61,29264,27.0
MX,DOMESTICO MEDIO,,31,90,27747,16.0
H3,DOMESTICO MEDIO,,21,89,48041,12.0
H3,DOMESTICO MEDIO,,33,5,49727,17.0
H3,DOMESTICO MEDIO,,37,81,43473,11.0
H2,DOMESTICO MEDIO,,32,33,25833,8.0
H3,DOMESTICO RESIDENCIAL,,39,29,34566,12.0
H3,DOMESTICO MEDIO,,39,22,18451,23.0
H2,DOMESTICO MEDIO,,24,35,43212,20.0
